/local_datasets/kinetics400_320p/train/FJ4UfoRobHc.mp4,75
/local_datasets/kinetics400_320p/train/exnIZyGcbl0.mp4,65
/local_datasets/kinetics400_320p/train/cqF3NapJqTU.mp4,32
/local_datasets/kinetics400_320p/train/LRM8Ybwg5U4.mp4,58
/local_datasets/kinetics400_320p/train/SDLwIwg4118.mp4,54
/local_datasets/kinetics400_320p/train/GSqe4HmfKQ4.mp4,71
/local_datasets/kinetics400_320p/train/MpQT3IGPZIY.mp4,37
/local_datasets/kinetics400_320p/train/vYo_iHHkq9E.mp4,75
/local_datasets/kinetics400_320p/train/DV91cTlOBbY.mp4,45
/local_datasets/kinetics400_320p/train/2zkRYrHQPfk.mp4,20
/local_datasets/kinetics400_320p/train/QN-WapegB_I.mp4,90
/local_datasets/kinetics400_320p/train/8qIOzB1K1rA.mp4,13
/local_datasets/kinetics400_320p/train/B0NTyaz0LTc.mp4,58
/local_datasets/kinetics400_320p/train/SrSmr4qKfJA.mp4,48
/local_datasets/kinetics400_320p/train/IF5jEI59JF4.mp4,26
/local_datasets/kinetics400_320p/train/M_8hOmXQyNY.mp4,76
/local_datasets/kinetics400_320p/train/E_sjapo5bS8.mp4,95
/local_datasets/kinetics400_320p/train/eswFsEpOpgI.mp4,38
/local_datasets/kinetics400_320p/train/GBNK1aMSwoE.mp4,96
/local_datasets/kinetics400_320p/train/RHMHP4ApIbE.mp4,19
/local_datasets/kinetics400_320p/train/hYRVKa6tsaw.mp4,70
/local_datasets/kinetics400_320p/train/caDSiIXE2oI.mp4,43
/local_datasets/kinetics400_320p/train/-Sb-EK_m4gM.mp4,56
/local_datasets/kinetics400_320p/train/xsQcYTVEhtA.mp4,89
/local_datasets/kinetics400_320p/train/wO0FSCnJEPo.mp4,73
/local_datasets/kinetics400_320p/train/LAC9qEHn7iY.mp4,1
/local_datasets/kinetics400_320p/train/bRPel5TOiJk.mp4,51
/local_datasets/kinetics400_320p/train/4_hYLwyVmrg.mp4,64
/local_datasets/kinetics400_320p/train/qRK6gzqGnew.mp4,94
/local_datasets/kinetics400_320p/train/AQ3bm8nnfEU.mp4,54
/local_datasets/kinetics400_320p/train/_8QXDSUdpr4.mp4,70
/local_datasets/kinetics400_320p/train/XQW6vdL2c2s.mp4,86
/local_datasets/kinetics400_320p/train/QT0-GrUj3a4.mp4,21
/local_datasets/kinetics400_320p/train/qXJdjygi9bU.mp4,73
/local_datasets/kinetics400_320p/train/W6SZ0gzLWSA.mp4,37
/local_datasets/kinetics400_320p/train/ATEvX-fHQxs.mp4,1
/local_datasets/kinetics400_320p/train/YRSRQHG7wlU.mp4,57
/local_datasets/kinetics400_320p/train/kNzH6Sym8OU.mp4,65
/local_datasets/kinetics400_320p/train/1TAUfMl9tKE.mp4,37
/local_datasets/kinetics400_320p/train/IpfgXctLow8.mp4,96
/local_datasets/kinetics400_320p/train/fOvt4ZgWjE0.mp4,38
/local_datasets/kinetics400_320p/train/JdUPJipbpts.mp4,39
/local_datasets/kinetics400_320p/train/GhVdElmcHqA.mp4,92
/local_datasets/kinetics400_320p/train/R7_HyOahMTU.mp4,35
/local_datasets/kinetics400_320p/train/CUTkfTR4VXA.mp4,78
/local_datasets/kinetics400_320p/train/vbZeo9QImk8.mp4,61
/local_datasets/kinetics400_320p/train/sBwFHyuLeWw.mp4,23
/local_datasets/kinetics400_320p/train/OsPZIzU6b88.mp4,61
/local_datasets/kinetics400_320p/train/mbKhL5SEtXw.mp4,39
/local_datasets/kinetics400_320p/train/wvlinoIP4Sc.mp4,98
/local_datasets/kinetics400_320p/train/musfIKWVu2Y.mp4,21
/local_datasets/kinetics400_320p/train/CIV3qiCTdqQ.mp4,58
/local_datasets/kinetics400_320p/train/c0j92fqJjj8.mp4,16
/local_datasets/kinetics400_320p/train/idlIVIHXcPQ.mp4,57
/local_datasets/kinetics400_320p/train/FrghTwU-DAc.mp4,49
/local_datasets/kinetics400_320p/train/AYPsrrMw-dE.mp4,10
/local_datasets/kinetics400_320p/train/ekNWxAa4e4E.mp4,10
/local_datasets/kinetics400_320p/train/M2b8S6JGBEA.mp4,34
/local_datasets/kinetics400_320p/train/4MvD3fTqQzk.mp4,37
